base,freq
prowizorium:subst,21
prowizoryczny:adj,2
prowizyjnie:adv,1
prowizyjny:adj,23
prowokacyjnie:adv,1
prozdrowotny:adj,4
prośba:subst,73
prusinowo:ign,1
pruski:adj,1
pruszkowski:adj,5
prymas:subst,2
pryszczyca:subst,3
prywatnie:adv,1
prywatnoskargowy:adj,2
prywatność:subst,6
prywatny:adj,5
prywatny:depr,9
prywatny:subst,116
prywatyzacja:subst,229
prywatyzacyjny:adj,3
prywatyzować:ppas,3
pryzma:subst,2
przasnyski:adj,2
prze:prep,7
przeanalizować:ger,1
przeanalizować:ppas,1
przebadać:ger,1
przebadać:ppas,1
przebieg:subst,427
przebiegać:fin,14
przebiegać:pact,9
przebiegły:adj,1
przebudowa:subst,83
przebudować:ppas,8
przebudowywać:ppas,2
przebudzenie:subst,1
przebywać:fin,95
przebywać:ger,121
przebywać:inf,17
przebywać:pact,265
przebywać:pcon,2
przebywać:praet,21
przebyć:ger,2
przebyć:ppas,9
przecena:subst,1
przecho:ign,3
przechodzenie:subst,8
przechodzić:fin,161
przechodząca:subst,19
przechodzący:subst,14
przechowalnia:subst,1
przechowalnictwo:subst,5
przechowalnik:depr,1
przechowalnik:subst,3
przechowanie:subst,58
przechowawca:subst,6
przechowywanie:subst,630
przechowywać:fin,162
przechowywać:inf,75
przechowywać:pact,20
przechowywać:pcon,1
przechowywać:ppas,177
przechowywnia:ign,1
przechwycić:ger,1
przechwycić:ppas,1
przechwytywać:pact,2
przecinać:ger,1
przecinać:inf,1
przecinać:pact,3
przecinek:subst,893
przeciw:prep,41
przeciwakustyczny:adj,1
przeciwbakteryjny:adj,1
przeciwdeszczowy:adj,8
przeciwdrobnoustrojowy:adj,1
przeciwdziałanie:subst,401
przeciwdziałać:fin,3
przeciwdziałać:inf,3
przeciwdziałać:pact,4
przeciwepidemiczny:adj,5
przeciwerozyjny:adj,4
przeciwerupcyjny:adj,1
przeciwieństwo:subst,1
przeciwko:prep,639
przeciwlotniczy:adj,1
przeciwnik:subst,4
przeciwny:adj,53
przeciwosuwiskowy:adj,2
przeciwpancerny:adj,1
przeciwpasożytniczy:adj,2
przeciwpodzio:ign,1
przeciwporażeniowej:ign,1
przeciwpowodziowy:adj,86
przeciwpożarowy:adj,208
przeciwrdzewny:adj,2
przeciwskazać:ger,2
przeciwstawić:inf,1
przeciwstrząsowych:ign,1
przeciwstukowy:adj,5
przeciwsztormowy:adj,5
przeciwsłoneczny:adj,4
przeciwutleniacz:subst,5
przeciwwietrzny:adj,1
przeciwwilgociowy:adj,1
przeciwwskazanie:subst,73
przeciwwstrząsowy:adj,2
przeciwzakaźny:adj,2
przeciwzapalny:adj,3
przeciwśnieżny:adj,1
przeciąganie:subst,2
przeciągnąć:ger,2
przeciąć:ppas,1
przeciążać:ger,3
przecięcie:subst,4
przeciętna:subst,165
przeciętnie:adv,43
przeciętny:adj,330
przeczytać:inf,1
przeczący:adj,1
przed:prep,4750
przedakcesyjny:adj,4
przedawkować:ger,3
przedawniać:fin,72
przedawnienie:subst,219
przedawniony:adj,11
przeddzień:subst,9
przedemery:ign,1
przedemerytalny:adj,233
przedkliniczny:adj,8
przedkonkurencyjny:adj,1
przedkładać:fin,157
przedkładać:ger,75
przedkładać:inf,8
przedkładać:pact,2
przedkładać:pcon,5
przedkładać:ppas,39
przedlekarski:adj,1
przedmedyczny:adj,5
przedmieście:subst,1
przedmiot:subst,2409
przedmioto:ign,1
przedmiotowo:adv,1
przedmiotowy:adj,78
przedmiotw:ign,2
przedni:adj,6
przednie:adv,1
przednio:adv,2
przedoperacyjny:adj,1
przedostatni:adj,9
przedostawać:ger,2
przedostać:ger,1
przedostać:praet,1
przedpoborowy:adj,5
przedpokój:subst,3
przedpłacić:ppas,5
przedpłata:subst,30
przedpłatowy:adj,3
przedreferendalny:adj,2
przedrostek:subst,2
przedrukowy:adj,2
przedrzeć:ger,1
przedrzeć:ppas,4
przedsię:adv,3
przedsiębioców:ign,1
przedsiębior:ign,1
przedsiębiorca:subst,2580
przedsiębiorczość:subst,17
przedsiębiorstwo:subst,1434
przedsiębrać:fin,2
przedsiębrać:ger,1
przedsiębrać:inf,3
przedsiębrać:ppas,1
przedsięwziąć:inf,15
przedsięwziąć:ppas,4
przedsięwziąć:praet,1
przedsięwzięcie:subst,717
przedstawiać:fin,401
przedstawiać:ger,147
przedstawiać:inf,32
przedstawiać:pact,17
przedstawiać:pcon,12
przedstawiać:ppas,61
przedstawiać:praet,2
przedstawiciel:subst,1077
przedstawicielski:adj,2
przedstawicielstwo:subst,253
przedstawienie:subst,402
przedstawić:fin,109
przedstawić:imps,10
przedstawić:inf,160
przedstawić:ppas,180
przedstawić:praet,23
przedszkole:subst,156
przedszkolny:adj,42
przedszpitalny:adj,12
przedtem:adv,6
przedterminowo:adv,2
przedterminowy:adj,67
przedubojowy:adj,7
przedwczesny:adj,11
przedwstępny:adj,1
przedwyborczy:adj,5
przedwysyłkowy:adj,3
przedział:subst,65
przedziurkować:ger,2
przedłożyć:fin,23
przedłożyć:ger,139
przedłożyć:imps,2
przedłożyć:inf,37
przedłożyć:ppas,53
przedłożyć:praet,10
przedłużać:fin,43
przedłużać:ger,22
przedłużać:inf,3
przedłużać:pact,9
przedłużać:pcon,2
przedłużać:ppas,4
przedłużenie:subst,311
przedłużyć:fin,2
przedłużyć:imps,4
przedłużyć:inf,71
przedłużyć:ppas,105
przefermentować:ppas,3
przegląd:subst,103
przeglądać:ger,35
przeglądać:inf,27
przeglądowy:adj,30
przegradzać:ger,1
przegrana:subst,2
przegrać:ger,1
przegroda:subst,8
przegrywać:ger,1
przegrywać:pact,2
przegłosować:ppas,3
przeholować:ger,3
przeinaczyć:ger,1
przejaw:subst,6
przejawiać:fin,3
przejawiać:ger,2
przejawiać:pact,3
przejawiać:ppas,4
przejazd:subst,320
przejazdowy:adj,2
przejechany:adj,6
przejezdna:subst,4
przejezdność:subst,4
przejeżdżać:ger,1
przejeżdżać:pcon,1
przejma:subst,20
przejmować:fin,168
przejmować:ger,9
przejmować:inf,1
przejmować:pcon,7
przejmować:ppas,103
przejmujący:adj,206
przejrzeć:ger,7
przejrzystość:subst,31
przejrzysty:adj,10
przejąć:imps,1
przejąć:inf,19
przejąć:praet,38
przejęcie:subst,312
przejęty:adj,161
przejście:subst,186
przejściowo:adv,17
przejściowy:adj,249
przejść:fin,3
przejść:inf,31
przejść:praet,4
przekaz:subst,135
przekazać:fin,91
przekazać:ger,885
przekazać:imps,24
przekazać:inf,223
przekazać:ppas,474
przekazać:praet,39
przekazywać:fin,1150
przekazywać:ger,748
przekazywać:inf,71
przekazywać:pact,33
przekazywać:pcon,37
przekazywać:ppas,412
przekazywać:praet,1
przekaźnik:subst,1
przekierować:ppas,1
przeklasyfikować:ger,4
przeklasyfikować:inf,1
przeklasyfikować:ppas,1
przekonania:subst,33
przekonanie:subst,17
przekonany:adj,1
przekonywać:ger,2
przekopać:ger,1
przekr:ign,1
przekracz:ign,1
przekraczać:fin,711
przekraczać:ger,50
przekraczać:inf,227
przekraczać:pact,811
przekraczać:pcon,6
przekraczać:ppas,2
przekraczać:praet,42
przekreślenie:subst,1
przekroczenie:subst,397
przekroczyć:fin,80
przekroczyć:inf,318
przekroczyć:ppas,28
przekroczyć:praet,142
przekrój:subst,4
przekształcać:fin,45
przekształcać:ger,64
przekształcać:inf,6
przekształcać:ppas,41
przekształcenie:subst,326
przekształcić:fin,6
przekształcić:inf,2
przekształcić:ppas,79
przekupstwo:subst,22
przekwalifikować:fin,1
przekwalifikować:ger,43
przekwalifikować:ppas,1
przekwalifikowywać:ger,1
przekwaterować:ger,5
przekład:subst,9
przekładać:fin,3
przekładniowy:adj,1
przelać:ger,1
przelew:subst,71
przelewać:fin,3
przelewać:inf,1
przeliczać:fin,21
przeliczać:ger,15
przeliczać:pcon,2
przeliczać:ppas,5
przelicze:ign,1
przeliczen:ign,3
przeliczenie:subst,268
przeliczeniowy:adj,75
przeliczeniuazot:ign,1
przelicznik:subst,10
przeliczyć:ppas,76
przelisiarc:ign,1
przelizawierając:ign,1
przelot:subst,4
przelotny:adj,1
przemawiać:fin,107
przemawiać:pact,14
przemian:subst,8
przemiał:subst,7
przemienny:adj,1
przemieszczać:fin,8
przemieszczać:ger,130
przemieszczać:inf,1
przemieszczać:pact,9
przemieszczać:ppas,29
przemieszczenie:subst,29
przemieścić:inf,1
przemieścić:ppas,3
przemijający:adj,2
przemilczać:fin,2
przemilczać:ger,1
przemilczenie:subst,2
przemnożyć:ger,3
przemnożyć:ppas,1
przemoc:subst,68
przemyski:adj,3
przemysł:subst,292
przemysłow:ign,4
przemysłowo:adv,4
przemysłowy:adj,492
przemyt:subst,4
przemyśleć:impt,4
przemówienie:subst,4
przeniesienie:subst,616
przenieść:fin,7
przenieść:imps,3
przenieść:inf,61
przenieść:ppas,128
przenieść:praet,8
przenikający:adj,6
przenikać:ger,9
przenikać:pcon,1
przenosić:fin,78
przenosić:ger,60
przenosić:inf,9
przenosić:pact,24
przenosić:pcon,2
przenosić:ppas,54
przenośnik:subst,8
przenośnikowy:adj,2
przenośny:adj,21
przeobrażenie:subst,1
przeoczenie:subst,1
przeorganizować:ppas,1
przepadek:subst,439
przepakować:ger,2
przepakowywać:fin,1
przepakowywać:ger,10
przepakowywać:ppas,1
przepis:subst,17663
przepisać:ppas,23
przepisowy:adj,1
przepisw:ign,6
przepisywać:ger,2
przepisywać:ppas,10
przepiórka:subst,2
przepompownia:subst,2
przepona:subst,2
przeponowy:adj,7
przepracować:fin,1
przepracować:ger,20
przepracować:inf,1
przepracować:ppas,41
przepracować:praet,30
przeprawa:subst,2
przepro:ign,1
przeprosiny:subst,2
przeproszenie:subst,8
przeprowa:ign,3
przeprowadzać:fin,524
przeprowadzać:ger,771
przeprowadzać:imps,2
przeprowadzać:inf,52
przeprowadzać:pact,117
przeprowadzać:pcon,7
przeprowadzać:ppas,291
przeprowadzić:fin,15
przeprowadzić:ger,1416
przeprowadzić:imps,37
przeprowadzić:inf,100
przeprowadzić:ppas,403
przeprowadzić:praet,14
przeprowadzka:subst,4
przepuklinowy:adj,1
przepust:subst,1
przepustka:subst,19
przepustnica:subst,1
przepustowość:subst,22
przepuszczalność:subst,1
przepuścić:ppas,1
przepęd:subst,1
przepędzać:ger,3
przepławka:subst,4
przepływ:subst,143
przepływać:fin,1
przepływać:pact,2
przepływomierz:subst,5
przepływowy:adj,4
przerabiać:fin,17
przerabiać:ger,10
przerabiać:inf,3
przerabiać:pcon,1
przerabiać:ppas,4
przereagować:ppas,2
przerejestrować:ger,1
przerobić:ger,6
przerobić:ppas,23
przerobić:praet,2
przerobowy:adj,1
przerost:subst,1
przerwa:subst,239
przerwanie:subst,38
przerwać:imps,7
przerwać:inf,12
przerwać:ppas,13
przerwać:praet,6
przerywany:adj,16
przerywać:fin,38
przerywać:ger,9
przerywać:inf,5
przerzut:subst,7
przerób:subst,87
przeróbczy:adj,1
przeróbka:subst,27
przesadzenie:adv,3
przesadzić:ger,7
przesadzony:adj,3
przesiadka:subst,4
przesiedlać:fin,5
przesiedlać:pact,4
przesiedlać:praet,1
przesiedlenie:subst,6
przesiedleniowej:ign,1
przesiedlić:inf,1
przesiedlić:ppas,2
przesiedlić:praet,1
przesiew:subst,16
przesiewowy:adj,2
przestarzały:adj,2
przestawać:fin,30
przestawiać:ger,10
przestawić:ger,1
przestać:ger,7
przestać:ppas,2
przestać:praet,69
przestały:adj,31
przestojowe:subst,5
przestrajać:ger,3
przestrzegać:fin,57
przestrzegać:ger,453
przestrzegać:inf,42
przestrzegać:pact,2
przestrzegać:pcon,10
przestrzegać:ppas,5
przestrzegać:praet,18
przestrzeliwać:ger,1
przestrzennie:adv,1
przestrzenno:ign,1
przestrzenny:adj,817
przestrzeń:subst,52
przestworza:subst,2
przestój:subst,33
przestępca:subst,1
przestępczość:subst,27
przestępczy:adj,15
przestępny:adj,9
przestępstwo:subst,2219
przesunięcie:subst,18
przesunąć:inf,2
przesunąć:ppas,4
przesuwać:fin,1
przesuwać:ger,2
przesył:subst,2
przesyłać:fin,223
przesyłać:ger,129
przesyłać:inf,6
przesyłać:pact,1
przesyłać:pcon,28
przesyłać:ppas,50
przesyłka:subst,154
przesyłowy:adj,169
przeszacować:ger,13
przeszacować:inf,1
przeszacować:ppas,4
przeszczep:subst,9
przeszczepiać:fin,1
przeszczepiać:ger,32
przeszczepiać:pact,3
przeszczepić:ger,40
przeszczepić:imps,1
przeszczepić:inf,1
przeszczepić:ppas,1
przeszkadzać:fin,12
przeszkadzać:inf,2
przeszkadzać:praet,6
przeszkoda:subst,200
przeszkodzić:ger,1
przeszkolenie:subst,74
przeszkolić:ppas,11
przeszukanie:subst,86
przeszukać:inf,2
przeszukiwać:fin,1
przeszukiwać:ger,19
przeszukiwać:inf,2
przeszukiwać:pact,1
przeszukiwać:ppas,2
przeszłość:subst,19
przeszły:adj,18
przesądzać:fin,2
przesłanie:subst,57
przesłanka:subst,165
przesłać:fin,2
przesłać:imps,3
przesłać:inf,39
przesłać:ppas,32
przesłać:praet,6
przesłuchanie:subst,129
przesłuchać:imps,1
przesłuchać:inf,16
przesłuchać:ppas,26
przesłuchiwać:fin,24
przesłuchiwać:ger,13
przesłuchiwać:inf,22
przesłuchiwać:pact,9
przesłuchiwać:ppas,23
przesłużyć:ger,4
przesłużyć:praet,1
przetaczanie:subst,1
przetarg:subst,288
przetargowy:adj,69
przeterminować:ppas,5
przetestować:ger,1
przetransferować:inf,1
przetrwalnikowy:adj,1
przetrwać:ger,4
przetrzymać:ger,13
przetrzymać:ppas,2
przetrzymywać:fin,2
przetrzymywać:ger,38
przetrzymywać:pact,1
przetrzymywać:ppas,5
przetwarzanie:subst,534
przetwarzać:fin,40
przetwarzać:inf,45
przetwarzać:pact,20
przetwarzać:ppas,95
przetwarzać:praet,1
przetworzenie:subst,57
przetworzyć:ppas,151
przetwój:adj,1
przetwór:subst,208
przetwórca:subst,34
przetwórczy:adj,70
przetwórnia:subst,18
przetwórstwo:subst,178
przetłaczać:ger,5
przetłumaczyć:ger,1
przetłumaczyć:inf,2
przetłumaczyć:ppas,11
przewaga:subst,3
przeważający:adj,12
przewidujący:adj,43
przewidywalny:adj,3
przewidywanie:subst,7
przewidywać:fin,280
przewidywać:inf,82
przewidywać:pcon,7
przewidywać:ppas,344
przewidywać:praet,19
przewidzenie:subst,8
przewidzieć:imps,25
przewidzieć:inf,59
przewidzieć:ppas,1623
przewidzieć:praet,2
przewieźć:ger,6
przewieźć:inf,3
przewieźć:ppas,17
przewinienie:subst,219
przewiązka:subst,1
przewlec:fin,1
przewlekać:fin,1
przewlekać:ger,3
przewlekle:adv,5
przewlekłość:subst,7
przewlekły:adj,16
przewodnictwo:subst,1
przewodniczy:adj,36
przewodniczyć:ger,4
przewodniczyć:inf,3
przewodnicząca:subst,102
przewodniczący:subst,1008
przewodnik:subst,17
przewodowy:adj,8
przewodzić:pact,1
przeworski:adj,2
przewozić:fin,31
przewozić:ger,42
przewozić:inf,1
przewozić:pact,34
przewozić:ppas,101
przewozowy:adj,135
przewoźne:subst,9
przewoźnik:subst,420
przewoźny:adj,5
przewracać:ger,1
przewyższać:fin,39
przewyższać:inf,19
przewyższać:pact,27
przewyższać:praet,1
przewyższyć:inf,1
przewyższyć:praet,1
przewód:subst,103
przewóz:subst,950
przewłaszczenie:subst,8
przewłaszczyć:ppas,2
przez:prep,20953
przeznaczać:fin,169
przeznaczać:ger,34
przeznaczać:inf,9
przeznaczać:pact,2
przeznaczać:pcon,4
przeznaczać:ppas,39
przeznaczenie:subst,873
przeznaczyć:fin,6
przeznaczyć:imps,3
przeznaczyć:inf,21
przeznaczyć:ppas,1977
przeznaczyć:praet,5
przeznać:fin,4
przezorność:subst,1
przezroczysty:adj,1
przezwyciężać:ger,2
przezwyciężyć:ger,8
przećwiczyć:ger,2
przeładować:ppas,4
przeładowywać:fin,2
przeładowywać:ger,7
przeładowywać:inf,1
przeładowywać:ppas,3
przeładunek:subst,36
przeładunkowy:adj,31
przełamywać:pcon,1
przełazowy:adj,1
przełożenie:subst,2
przełożeństwo:subst,1
przełożona:subst,162
przełożony:subst,521
przełyk:subst,1
przełącznik:subst,1
przełęcz:subst,1
prześcieradło:subst,3
prześladowana:subst,3
prześladowanie:subst,18
prześledzić:ger,3
przeświadczenie:subst,1
prześwit:subst,1
przeźrocz:subst,1
przeźrocze:subst,1
przeżuwacz:subst,4
przeżycie:subst,5
przodek:subst,9
przodkowy:adj,2
przodować:pact,1
przprzypadku:ign,1
przy:prep,3694
przybicie:subst,31
przybliżenie:subst,1
przybliżony:adj,5
przybory:subst,2
przybrać:ppas,15
przybrzeżny:adj,16
przybycie:subst,32
przybywająca:subst,27
przybywający:subst,1
przybywać:fin,19
przybywać:pcon,2
przybyć:inf,2
przybyć:praet,13
przybyła:subst,6
przybyły:subst,3
przychod:subst,1892
przychodnia:subst,7
przychodowy:adj,14
przychodzić:pact,6
przychylać:pcon,2
przychylić:fin,4
przychylić:ger,2
przychylić:inf,3
przychylny:adj,2
przychód:subst,142
przyciąć:ppas,1
przycumować:ger,1
przycumować:inf,1
przyczep:subst,51
przyczepa:subst,12
przyczepność:subst,1
przycznach:ign,1
przyczyna:subst,1101
przyczyniać:fin,6
przyczyniać:ger,1
przyczyniać:inf,2
przyczyniać:pact,5
przyczyniać:pcon,1
przyczyniać:praet,2
przyczynić:fin,11
przyczynić:ger,12
przyczynić:inf,9
przyczynić:praet,33
przyczynowo:adv,3
przyczynowy:adj,19
przydatność:subst,124
przydatny:adj,30
przydomowy:adj,11
przydrożny:adj,7
przydział:subst,113
przydzielać:fin,25
przydzielać:ger,15
przydzielać:inf,1
przydzielać:ppas,2
przydzielić:fin,2
przydzielić:ger,8
przydzielić:imps,9
przydzielić:inf,8
przydzielić:ppas,56
przygoto:ign,1
przygotowanie:subst,510
przygotowawczy:adj,302
przygotować:fin,7
przygotować:inf,4
przygotować:ppas,50
przygotować:praet,3
przygotowywać:fin,54
przygotowywać:ger,149
przygotowywać:inf,2
przygotowywać:pact,8
przygotowywać:pcon,3
przygotowywać:ppas,16
przygraniczny:adj,9
przyimek:subst,1
przyjaciel:subst,2
przyjazd:subst,8
przyjazny:adj,3
przyjaźń:subst,3
przyjemny:adj,1
przyjeżdżać:fin,1
przyjeżdżać:pact,2
przyjmować:fin,317
przyjmować:ger,184
przyjmować:inf,33
przyjmować:pact,86
przyjmować:pcon,72
przyjmować:ppas,78
przyjąć:fin,5
przyjąć:imps,8
przyjąć:inf,51
przyjąć:praet,39
przyjęcie:subst,705
przyjęty:adj,92
przyjęty:depr,126
przyjęty:subst,562
przyjść:ger,2
przykrycie:subst,1
przykryć:ppas,3
przykład:subst,6
przykładowy:adj,4
przylegający:adj,15
przylegać:fin,2
przylegać:ger,2
przylegać:praet,2
przyległy:adj,30
przymiot:subst,3
przymiotnik:subst,1
przymiotnikowy:adj,2
przymocować:ppas,1
przymulisko:subst,2
przymus:subst,183
przymusić:ger,6
przymusowo:adv,18
przymusowy:adj,180
przymuszać:ger,1
przynaglający:adj,2
przynajmni:ign,2
przynajmniej:qub,110
przynależeć:fin,2
przynależeć:inf,1
przynależność:subst,273
przynależny:adj,26
przynieść:fin,1
przynieść:inf,8
przynieść:ppas,1
przynieść:praet,2
przynosić:fin,9
przynosić:ger,1
przynosić:pact,8
przynęta:subst,1
przypadać:fin,99
przypadać:inf,16
przypadać:pact,397
przypadać:praet,8
przypadek:subst,8611
przypadk:ign,1
przypadkowy:adj,11
przypaść:inf,3
przypaść:praet,5
przypis:subst,20
przypisać:ger,6
przypisać:imps,1
przypisać:inf,9
przypisać:ppas,53
przypisywać:fin,4
przypisywać:ger,2
przypisywać:inf,3
przypisywać:ppas,6
przypominać:fin,1
przypominać:pact,4
przypomnienie:subst,2
przyporządkować:fin,1
przyporządkować:ger,3
przyporządkować:inf,2
przyporządkować:ppas,12
przyporządkowywać:ppas,1
przypowierzchniowy:adj,1
przyprawa:subst,5
przypuszczalny:adj,6
przypuszczać:inf,7
przypuszczenie:subst,48
przypływ:subst,1
przyroda:subst,550
przyrodniczo:adv,13
przyrodniczy:adj,234
przyrodoleczniczy:adj,1
przyrost:subst,72
przyrzec:ppas,2
przyrzeczenie:subst,107
przyrzekać:fin,11
przyrząd:subst,194
przysiółek:subst,2
przysięga:subst,16
przysięgać:fin,5
przysięgła:subst,5
przysięgły:subst,20
przyspa:subst,1
przyspasabiającym:ign,1
przyspieszać:fin,1
przyspieszenie:subst,10
przyspieszony:adj,34
przyspieszyć:fin,1
przyspobienia:ign,1
przysporzyć:ger,4
przysposabiająca:subst,27
przysposabiający:subst,46
przysposabiać:fin,4
przysposabiać:ppas,20
przysposobienie:subst,159
przysposobiony:adj,102
przysposobić:inf,3
przysposobić:praet,6
przystanek:subst,28
przystaniowy:adj,2
przystawić:ger,1
przystań:subst,62
przystosowanie:subst,22
przystosować:ppas,34
przystosowywać:fin,1
przystosowywać:ger,2
przystosowywać:pact,2
przystąpienie:subst,165
przystąpić:fin,7
przystąpić:inf,37
przystąpić:praet,50
przystępować:fin,21
przystępować:ger,19
przystępować:inf,12
przystępować:pact,36
przystępować:pcon,3
przysuski:adj,2
przyswoić:ger,1
przysypać:ger,1
przysyłać:fin,1
przysyłać:ger,1
przysyłać:ppas,1
przyszpitalny:adj,2
przyszłoroczny:adj,2
przyszłość:subst,43
przyszły:adj,108
przysądzić:ger,3
przysłu:ign,1
przysługiwać:fin,2851
przysługiwać:ger,1
przysługiwać:inf,4
przysługiwać:pact,742
przysługiwać:praet,110
przytaczać:fin,2
przytaczać:ger,3
przytaczać:inf,1
przytaczać:pact,1
przytoczyć:ger,22
przytoczyć:inf,6
przytoczyć:ppas,1
przytoczyć:praet,1
przytrzymać:ger,7
przytrzymywać:ger,3
przyuczać:ger,2
przyuczyć:ger,11
przyuczyć:ppas,6
przyujściowy:adj,1
przyusznica:subst,1
przywieźć:ger,4
przywieźć:ppas,112
przywieźć:praet,1
przywilej:subst,52
przywięzienny:adj,22
przywozić:fin,6
przywozić:ger,3
przywozić:pact,6
przywozić:ppas,282
przywozowy:adj,192
przywoławczy:adj,2
przywołać:ger,1
przywołać:inf,1
przywołać:ppas,10
przywoływać:fin,1
przywracać:fin,22
przywracać:ger,28
przywracać:inf,1
przywracać:pact,2
przywrcić:ign,1
przywrócić:fin,3
przywrócić:ger,184
przywrócić:imps,2
przywrócić:inf,5
przywrócić:ppas,12
przywrócić:praet,1
przywóz:subst,550
przywłaszczać:fin,9
przywłaszczenie:subst,10
przywłaszczyć:ppas,2
przyz:ign,1
przyzagrodowy:adj,1
przyznananej:ign,1
przyznanie:subst,555
przyznawać:fin,221
przyznawać:ger,383
przyznawać:inf,15
przyznawać:pact,25
przyznawać:pcon,3
przyznawać:ppas,101
przyznawać:praet,1
przyznać:fin,4
przyznać:imps,73
przyznać:inf,68
przyznać:ppas,474
przyznać:praet,12
przyzwolenie:subst,2
przyłowu:ign,3
przyłów:ign,2
przyłączanie:subst,6
przyłączać:ppas,7
przyłącze:subst,28
przyłączeniowy:adj,6
przyłączyć:ger,85
przyłączyć:inf,5
przyłączyć:ppas,44
przyłączyć:praet,2
przyśpieszający:adj,1
przyśpieszenie:subst,1
przyśpieszyć:fin,1
przód:subst,1
prząść:ger,1
przędny:adj,5
przędza:subst,189
próba:subst,91
próbka:subst,371
próbny:adj,24
próbobierni:ign,1
próbobiorcami:ign,1
próbobiorcom:ign,2
próbobiorców:ign,5
próchnica:subst,2
próchniczny:adj,7
prócz:prep,2
próg:subst,92
próżnia:subst,2
próżniowy:adj,8
prąd:subst,12
prądnica:subst,1
prądotwórczy:adj,1
prątek:subst,3
prątkować:ger,3
prążek:subst,1
prędkość:subst,26
prężyć:ger,3
psc:ign,1
pseudonim:subst,16
pseudotuberculosis:ign,1
psować:pact,17
psr:ign,2
pstrążna:ign,1
psycha:subst,1
psychiatra:subst,13
psychiatria:subst,12
psychiatryczny:adj,58
psychicznie:adv,8
psychiczny:adj,68
psychiczny:depr,9
psychiczny:subst,104
psychika:subst,2
psychofizjologiczny:adj,7
psychofizyczny:adj,33
psycholog:subst,226
psychologia:subst,15
psychologiczno:ign,21
psychologicznopedagogiczny:adj,4
psychologiczny:adj,139
psychomotoryczny:adj,2
psychoruchowy:adj,2
psychospołeczny:adj,1
psychoterapia:subst,2
psychotrio:subst,1
psychotropowy:adj,161
psylocybina:subst,1
psylocyna:ign,1
pszczelarstwo:subst,4
pszczeli:adj,14
pszczoła:subst,16
pszczyński:adj,2
pszenica:subst,20
pszenny:adj,1
pszych:ign,1
ptactwo:subst,12
ptak:subst,23
ptasi:adj,8
pub:subst,1
publicystyczny:adj,9
publicz:ign,3
publicznie:adv,133
publiczno:ign,7
publicznoprawny:adj,75
publicznoskargowy:adj,2
publiczność:subst,6
publiczny:adj,6746
publikacja:subst,199
publikacyjny:adj,1
publikator:subst,1
publikować:fin,34
publikować:ger,33
publikować:inf,2
publikować:pact,1
publikować:pcon,1
publikować:ppas,41
puch:subst,4
puchar:subst,5
pucharowy:adj,2
pucka:subst,2
pucki:adj,1
pudełko:subst,2
pudło:subst,1
pui:ign,1
pullorum:ign,2
pulmonary:ign,2
pulower:subst,6
pulpa:subst,1
pulpit:subst,5
punkt:subst,402
punktacja:subst,4
punktować:ger,1
punktowy:adj,1
punktowy:subst,2
punktualnie:adv,1
pusta:subst,2
puste:subst,7
pustular:ign,2
puszcza:subst,6
puszczalność:ign,1
puszczać:ger,2
puszek:subst,6
pułapka:subst,5
puławski:adj,2
pułk:subst,7
pułkownik:subst,17
pułtuski:adj,2
puścić:ger,4
puścić:inf,1
pylisty:adj,4
pylić:ger,1
pylori:ign,1
pyogenes:ign,1
pyrzowicach:ign,1
pyrzycki:adj,2
pyta:subst,1
pytający:adj,1
pytanie:subst,134
pył:subst,103
pyłkodajny:adj,1
pyłowy:adj,4
pzl:ign,1
pzz:ign,2
półautomatyczny:adj,1
półfabrykat:subst,6
półfinał:subst,1
półgodzina:subst,1
półgodzinny:adj,4
półka:subst,8
półkoks:subst,1
półkowy:adj,2
półksiężyc:subst,1
półmusujące:ign,2
półnaturalny:adj,4
północno:adv,8
północnoatlantycki:adj,33
północny:adj,20
półotwarty:adj,9
półprodukt:subst,44
półprzewodnik:subst,5
półprzewodnikowy:adj,1
półrocze:subst,77
półroczny:adj,31
półszlachetny:adj,6
półtechniczny:adj,1
półtorak:subst,1
półtorakrotność:subst,4
półtorakrotny:adj,6
półtrwanie:subst,1
półtusza:subst,2
półwyrób:subst,1
półwysep:subst,1
późn:ign,1065
późno:adv,1165
późny:adj,74
późń:ign,1
pęcherzykowy:adj,4
pęczek:subst,1
pędnik:subst,1
pędny:adj,6
pędzić:ger,1
pęk:subst,2
pęknięcie:subst,1
pępowinowy:adj,7
pęta:subst,1
pętelkowy:adj,12
płaca:subst,85
płacić:fin,18
płacić:ger,14
płacić:inf,14
płacić:pact,1
płacić:ppas,21
płacić:praet,4
płacowy:adj,8
płaski:adj,2
płasko:adv,1
płaskorzeźba:subst,1
płaszcz:subst,55
płaszczyzna:subst,1
płat:subst,2
płatek:subst,1
płatkować:ppas,1
płatnica:subst,99
płatniczy:adj,310
płatnik:subst,650
płatność:subst,504
płatny:adj,170
płaz:subst,1
płciowo:adv,1
płciowy:adj,14
płetwonurek:subst,2
płetwonurkowanie:subst,1
płeć:subst,82
płocki:adj,5
płocki:adjp,2
płodność:subst,2
płodozmian:subst,1
płody:subst,21
płodzić:ger,2
płomień:subst,3
płonica:subst,1
płoszyć:fin,1
płoszyć:ger,9
płowy:adj,4
płoński:adj,2
płucny:adj,4
płuco:subst,10
płuczka:subst,2
pług:subst,1
płyn:subst,21
płynność:subst,37
