word,freq
nadanie,210
nadaniem,10
nadaniu,45
nadano,58
nadany,144
nadanych,16
nadanym,441
nadaną,3
nadarzającej,1
nadawane,11
nadawania,108
nadawanie,29
nadawaniem,3
nadawaniu,11
nadawany,18
nadawanych,13
nadawanym,7
nadawać,3
nadawały,1
nadawca,10
nadawcy,29
nadawczo,3
nadawczy,1
nadawczych,5
nadawców,22
nadawcą,6
nadawcę,15
nadać,32
nadał,9
nadała,5
nadało,1
nadały,2
nadań,8
nadbrygadiera,2
nadbrzeżnego,10
nadbudowa,2
nadbudowanego,1
nadbudowie,1
nadbudowy,2
nadbudowę,5
nadchlorany,1
naddźwiękowych,1
nadejścia,1
nadejście,2
nadejściem,2
nadejściu,4
nader,1
nadeszła,3
nadeszło,1
nadeszły,1
nadesłane,1
nadesłania,13
nadesłanie,7
nadesłanych,2
nadesłać,1
nadesłał,1
nadeśle,2
nadgraniczna,3
nadgranicznej,18
nadgraniczną,3
nadinspektor,1
nadinspektora,5
nadinspektorów,1
nadjeżdżającemu,2
nadkomisarz,3
nadkomisarza,2
nadkładu,1
nadleśnictw,3
nadleśnictwa,4
nadleśnictwach,3
nadleśnictwami,2
nadleśniczego,7
nadleśniczemu,3
nadleśniczowie,2
nadleśniczy,8
nadleśniczymi,1
nadliczbowe,3
nadliczbowej,1
nadliczbowych,66
nadliczbowymi,4
nadliczbową,1
nadmiaru,1
nadmiarze,1
nadmierne,13
nadmiernego,9
nadmiernej,10
nadmiernemu,1
nadmiernie,13
nadmierny,19
nadmiernych,17
nadmiernym,25
nadmiernymi,6
nadmierną,7
nadmorskich,1
nadmuchiwane,2
nadobowiązkowe,1
nadpisanie,2
nadpłacona,2
nadpłacone,1
nadpłaconego,2
nadpłaconej,2
nadpłaconych,4
nadpłaconą,2
nadpłat,6
nadpłata,12
nadpłaty,89
nadpłatą,1
nadpłatę,6
nadrukiem,2
nadrukowanym,1
nadrukowanymi,1
nadruku,2
nadruków,1
nadrzędna,2
nadrzędne,2
nadrzędnego,17
nadrzędnej,18
nadrzędnemu,2
nadrzędności,3
nadrzędny,21
nadrzędnych,3
nadrzędnym,1
nadrzędnymi,1
nadrzędną,3
nadsyła,1
nadsyłane,1
nadsyłanych,8
nadszybiach,1
nadterminowego,1
nadterminowej,17
nadterminową,18
nadtlenki,1
nadto,18
nadużycia,7
nadużycie,15
nadużyciem,3
nadużyciu,1
nadużywania,7
nadużywanie,1
nadużywaniu,1
nadużywany,3
nadużywać,1
nadużyć,1
nadużył,3
nadwodnych,3
nadwozia,12
nadwozie,2
nadwoziem,1
nadwyżce,12
nadwyżek,13
nadwyżka,28
nadwyżki,129
nadwyżkowe,2
nadwyżką,3
nadwyżkę,42
nadziei,1
nadziemnych,3
nadzorcza,73
nadzorcze,50
nadzorczego,26
nadzorczej,288
nadzorczy,1
nadzorczych,91
nadzorczym,6
nadzorczymi,4
nadzorczą,24
nadzorcę,1
nadzorem,79
nadzoro,1
nadzorom,1
nadzorowana,2
nadzorowane,48
nadzorowanego,4
nadzorowanej,22
nadzorowanemu,1
nadzorowania,14
nadzorowanie,48
nadzorowaniem,2
nadzorowaniu,15
nadzorowany,5
nadzorowanych,105
nadzorowanym,8
nadzorowanymi,9
nadzorowaną,10
nadzorować,1
nadzorowi,37
nadzoru,1085
nadzoruje,52
nadzorują,2
nadzorująca,1
nadzorujące,7
nadzorującego,23
nadzorującej,3
nadzorującemu,14
nadzorujący,51
nadzorujących,20
nadzorującym,9
nadzorującymi,5
nadzorze,43
nadzorów,4
nadzr,1
nadzwy,1
nadzwyczaj,1
nadzwyczajna,7
nadzwyczajne,110
nadzwyczajnego,38
nadzwyczajnej,34
nadzwyczajnie,4
nadzwyczajny,1
nadzwyczajnych,83
nadzwyczajnym,9
nadzwyczajnymi,6
nadzwyczajną,6
nadzór,517
naftalen,3
naftoilo,3
naftowa,1
naftowego,1
naftowej,37
naftowy,3
naftowych,12
naftowym,10
naftową,2
nafty,4
nagana,45
nagannych,1
nagannym,2
nagany,47
nagminne,3
nagminnego,1
nagminnemu,1
nagniotków,1
nagradzania,2
nagrania,4
nagranie,3
nagrań,5
nagrobkowe,1
nagrobkowych,1
nagrobków,1
nagroda,28
nagrodach,4
nagrodami,1
nagrodowego,1
nagrodowy,1
nagrodowych,1
nagrody,217
nagrodzoną,1
nagrodą,6
nagrodę,22
nagromadzeń,1
nagromadzonych,1
nagrywania,1
nagrzewanie,1
nagród,151
nagłaśniającej,2
nagłaśniających,2
nagłe,3
nagłego,34
nagły,1
nagłych,33
nagłym,4
nagłą,1
naj,5
najbardziej,17
najbliżej,8
najbliższa,8
najbliższe,21
najbliższego,48
najbliższej,84
najbliższemu,1
najbliższy,8
najbliższych,17
najbliższym,47
najbliższą,19
najczęściej,1
najdalej,3
najdogodniejsza,1
najdroższej,1
najdłużej,11
najdłuższych,1
najem,45
najemca,33
najemcami,10
najemcom,13
najemcy,65
najemców,30
najemcą,16
najemcę,29
najemnej,3
najemnych,5
najemną,1
najgorszych,2
najkonieczniejsze,1
najkorzystniejsza,1
najkorzystniejszego,2
najkorzystniejszej,47
najkorzystniejszy,5
najkorzystniejszych,1
najkorzystniejszym,1
najkorzystniejszą,13
najkrócej,10
najkrótsza,2
najkrótszym,3
najkrótszą,2
najle,1
najlepiej,5
najlepsza,3
najlepsze,2
najlepszego,3
najlepszej,20
najlepszy,2
najlepszych,22
najlepszymi,4
najlepszą,10
najmem,1
najmie,44
najmiej,1
najmn,1
najmni,1
najmnie,5
najmniej,2444
najmniejsza,7
najmniejsze,7
najmniejszego,2
najmniejszej,3
najmniejszy,1
najmniejszych,2
najmniejszym,5
najmniejszą,15
najmniejzawartości,1
najmu,247
najmłodszego,1
najniej,1
najniższa,6
najniższe,22
najniższego,191
najniższej,63
najniższemu,3
najniższy,4
najniższych,8
najniższym,10
najniższą,16
najnowszej,3
najnowszych,5
najpełniej,1
najpełniejszego,1
najpełniejszą,1
najpierw,8
najpopularniejszej,8
najpopularniejszych,1
najpopularniejszą,3
najprostszymi,1
najprzychylniejszego,1
najpóźniej,296
najstarsza,1
najstarszy,24
najstarszych,1
najsurowsza,3
najsurowszej,3
najsurowszą,6
najszersze,1
najszerszego,1
najszerszym,1
najszybszego,4
najtańszego,1
najtańszej,1
najtańszym,10
najważniejsze,4
najważniejszych,5
najwcześniej,15
najwcześniejszego,2
najwcześniejszej,1
najwcześniejszym,3
najwcześniejszą,1
najwięcej,3
największa,10
największe,4
największej,19
największy,8
największych,13
największym,7
największą,29
najwyże,10
najwyżej,80
najwyższa,11
najwyższe,11
najwyższego,7
najwyższej,23
najwyższy,3
najwyższych,11
najwyższym,15
najwyższą,26
najwęższej,1
nakaz,86
nakazane,2
nakazanego,1
nakazanej,1
nakazania,9
nakazanie,24
nakazaniu,1
nakazany,1
nakazanych,6
nakazanym,2
nakazaną,1
nakazać,127
nakazał,4
nakazem,8
nakazie,12
nakazom,4
nakazowe,5
nakazowego,5
nakazowi,2
nakazowy,11
nakazowym,18
nakazu,121
nakazuje,77
nakazują,1
nakazujące,1
nakazującego,2
nakazującej,9
nakazujących,4
nakazującym,5
nakazującą,22
nakazy,25
nakazywać,2
nakazów,32
nakaże,7
nakielski,2
nakleja,1
naklejanymi,1
naklejenie,1
naklejonej,2
nakry,1
nakrycia,1
nakryciem,1
nakryć,5
nakrętek,2
nakład,14
nakłada,73
nakładach,2
nakładają,11
nakładając,5
nakładające,4
nakładającego,1
nakładającej,6
nakładający,3
nakładającym,1
nakładającą,4
nakładami,3
nakładana,4
nakładane,10
nakładanej,6
nakładania,55
nakładanie,7
nakładaniu,1
nakładany,3
nakładanych,5
nakładanymi,1
nakładać,21
nakładałoby,1
nakładcza,1
nakładczej,5
nakładczą,15
nakładem,3
nakładowi,1
nakładu,13
nakłady,36
nakładzie,2
nakładów,59
nakłania,18
nakłaniając,1
nakłanianie,1
nakłanianiu,2
nakłaniał,3
nakłaniały,1
nakłonił,1
nalepce,4
nalepek,4
nalepka,2
nalepki,3
nalepką,1
nalepkę,5
nalewanej,1
nalewki,1
należał,4
należała,1
należało,6
należałoby,14
należały,2
należeć,32
należna,35
należne,145
należnego,203
należnej,212
należności,1704
należnościach,25
należnościami,26
należnościom,24
należnością,6
należność,104
należny,76
należnych,211
należnym,17
należnymi,34
należną,39
należy,2102
należycie,55
należyte,19
należytego,99
należytej,48
należytemu,1
należyty,14
należytych,4
należytym,32
należytą,14
należą,102
należąca,2
należące,106
należącego,23
należącej,23
należący,9
należących,212
należącym,51
należącymi,12
należącą,10
nalicza,50
naliczają,3
naliczającego,1
naliczana,4
naliczane,25
naliczanego,5
naliczanej,2
naliczania,40
naliczanie,2
naliczaniem,1
naliczaniu,1
naliczany,2
naliczanych,3
naliczanymi,1
naliczenia,9
naliczenie,4
naliczeniu,1
naliczeń,5
naliczona,1
naliczone,26
naliczonego,48
naliczonej,6
naliczono,1
naliczony,26
naliczonych,22
naliczonym,1
naliczonymi,12
naliczoną,3
nalizacyjnych,1
namową,1
namuliskami,1
nanie,1
naniesienia,9
naniesienie,2
naniesieniem,1
naniesieniu,2
naniesione,3
naniesiony,1
naniesionych,5
naniesionym,1
naniesionymi,1
naniesioną,1
nanieść,1
nanometrów,1
nanoszenia,6
nanoszone,2
nanoszony,2
nanoszonych,1
nansowania,1
nansowy,1
nansów,1
naocznie,3
nap,1
napastniczej,1
napastniczą,1
napawania,9
napaści,8
napełnia,1
napełniania,3
napełnianie,1
napełnienia,1
napełnienie,1
napis,10
napisach,1
napisami,1
napisanego,1
napisem,13
napisie,1
napisu,2
napisy,3
napisów,12
napiwków,1
napięcia,14
napięcie,2
napięciem,1
napięciu,6
napiętnowanie,1
napięć,1
napoi,3
napojami,42
napoje,57
napojem,4
napoju,10
napojów,172
napotkano,3
napotkanych,2
napotyka,10
napowietrzane,2
napowietrzne,2
napowietrznych,3
napraw,28
naprawa,100
naprawach,2
naprawami,2
naprawcze,16
naprawczego,27
naprawczej,1
naprawczy,2
naprawczych,59
naprawczym,4
naprawczymi,1
naprawia,2
naprawiającego,3
naprawiający,3
naprawiających,3
naprawiającym,1
naprawiana,2
naprawiane,5
naprawiania,2
naprawianie,2
naprawianiu,1
naprawianych,5
naprawie,27
naprawienia,102
naprawienie,43
naprawiona,3
naprawione,3
naprawiony,2
naprawionym,1
naprawić,3
naprawił,8
naprawiła,1
naprawkowe,2
naprawy,66
naprawą,11
naprawę,16
napromieniania,5
napromieniowane,1
napromieniowania,2
napromieniowanie,1
naprowadzeniu,1
naprzód,10
napój,2
napędem,10
napędowe,7
napędowego,10
napędowy,6
napędowych,45
napędowym,2
napędu,38
napędzany,1
napędzanych,2
napędzanymi,2
napędzie,25
napływem,1
napływu,1
narad,1
naradach,2
narady,16
naradzie,10
naradę,4
narastająco,9
narastającym,2
narastającymi,1
narastania,1
narazi,1
narazić,20
naraziłoby,3
naraża,20
narażającej,1
narażających,4
narażać,6
narażałaby,1
narażeni,4
narażenia,75
narażenie,21
narażeniem,10
narażeniu,9
narażona,2
narażone,11
narażonego,11
narażonej,16
narażony,8
narażonych,28
narażonym,1
narażoną,3
narciarskich,1
narciarskie,4
narciarskiego,2
narciarskimi,1
narkomania,1
narkomanii,72
narkomanią,1
narkotyk,1
narkotykami,2
narkotyki,1
narkotyku,3
narkotyków,3
narkozy,1
naro,1
narodowa,9
narodowe,12
narodowego,321
narodowej,274
narodowemu,2
narodowości,25
narodowościowe,1
narodowościowej,2
narodowościowych,6
narodowość,16
narodowy,13
narodowych,148
narodowym,45
narodowymi,5
narodową,7
narodu,1
narodzone,1
narodów,2
narosłe,1
nart,1
nartach,8
naru,2
narusza,326
naruszają,84
naruszając,20
naruszająca,2
naruszające,35
naruszającego,6
naruszającej,10
naruszającemu,1
naruszający,17
naruszających,19
naruszającymi,1
naruszającą,1
naruszania,31
naruszanie,11
naruszaniu,10
naruszać,47
naruszała,1
naruszałaby,3
naruszało,1
naruszałoby,10
naruszenia,454
naruszeniach,8
naruszeniami,2
naruszenie,315
naruszeniem,273
naruszeniom,6
naruszeniu,35
naruszeń,56
naruszona,3
naruszone,43
naruszonego,8
naruszonej,1
naruszono,5
naruszony,13
naruszonych,7
naruszonym,2
naruszonymi,2
naruszy,10
naruszyć,28
naruszył,21
naruszyła,10
naruszyło,3
naruszyłoby,2
naruszyły,5
narybku,6
narzucają,2
narzucającemu,1
narzucanie,1
narzucaniu,2
narzucić,2
narzucone,5
narzuconej,1
narzut,6
narzutowe,2
narzutowych,1
narzuty,3
narzutów,1
narząd,5
narządach,4
narządami,2
narządu,30
narządy,15
narządzie,2
narządów,59
narzędzi,91
narzędzia,56
narzędziach,1
narzędziami,4
narzędzie,8
narzędziem,1
naród,1
nasad,1
nasienia,8
nasienie,8
nasieniem,1
nasienne,2
nasiennej,8
nasiennictwa,6
nasiennictwie,12
nasiennych,6
nasilenia,2
nasilenie,2
nasileniu,2
nasio,1
nasion,23
nasiona,19
nasionami,1
naskórka,1
nastania,1
nastaw,1
nastawach,2
nastawienia,1
nastawione,1
nastawioną,1
nastawniczy,1
nastawnie,2
nastawu,2
nastawów,12
nastręcza,1
nastąpi,112
nastąpienia,2
nastąpienie,3
nastąpieniem,1
nastąpią,1
nastąpić,581
nastąpił,33
nastąpiła,102
nastąpiłaby,1
nastąpiłby,2
nastąpiło,388
nastąpiłoby,5
nastąpiły,37
następca,10
następcami,8
następcom,2
następcy,24
następcza,1
następczej,2
następców,23
następcą,9
następcę,7
następne,27
następnego,209
następnej,21
następnemu,3
następnie,145
następny,84
następnych,48
następnym,56
następną,1
następować,32
następowało,3
następstw,28
następstwa,8
następstwach,3
następstwami,10
następstwem,91
następstwie,59
następstwo,2
następuje,1547
następują,33
następując,1
następująca,2
następujące,2276
następującego,267
następującej,66
następująco,3
następujący,46
następujących,244
następującym,72
następującymi,21
następującą,7
nasuwa,3
nasuwają,2
nasuwające,1
nasuwającej,3
nasuwających,3
nasuwającym,1
nasuwającą,1
nasycane,3
nasycanego,1
nasycania,1
nasycenia,1
nasycone,1
nasypów,2
nasze,1
naszego,1
nasączaniu,1
nasłonecznienia,1
nasłuch,1
nasłuchu,1
natomiast,57
natrafi,1
natrafia,1
natrafiało,1
natrafią,2
natryskiwania,4
natryskowej,4
natu,1
natura,6
naturalna,3
naturalne,41
naturalneg,3
naturalnego,90
naturalnej,20
naturalnemu,2
naturalnie,2
naturalny,16
naturalnych,124
naturalnym,18
naturalnymi,16
naturalną,3
natury,51
naturze,56
naturą,3
naturę,1
natychmiast,60
natychmiastowe,27
natychmiastowego,50
natychmiastowej,72
natychmiastowemu,34
natychmiastowy,1
natychmiastowych,3
natychmiastowym,21
natychmiastową,3
natężenia,17
natężenie,4
natężeniu,1
natężeń,12
natłuszczania,2
nauce,11
nauczające,2
nauczający,1
nauczających,5
nauczającym,1
nauczającymi,2
nauczanej,1
nauczania,129
nauczanie,36
nauczaniem,7
nauczaniu,6
nauczanych,1
nauczanym,3
nauczać,2
nauczy,1
nauczycie,1
nauczyciel,79
nauczyciela,280
nauczycielach,2
nauczycielami,21
nauczyciele,34
nauczycielem,28
nauczycieli,338
nauczycielom,16
nauczycielowi,55
nauczycielski,1
nauczycielskich,2
nauczycielskiego,7
nauczycielskiej,1
nauczycielskim,3
nauczycielską,1
nauk,103
nauka,15
nauki,475
naukowa,36
naukowcom,1
naukowców,28
naukowe,130
naukowego,60
naukowej,182
naukowi,2
naukowiec,1
naukowo,175
naukowobadawcze,3
naukowobadawczej,3
naukowobadawczych,5
naukowobadawczym,2
naukowodydaktycznym,2
naukowotechnicznej,2
naukowotechnicznych,1
naukowy,54
naukowych,406
naukowym,56
naukowymi,30
naukową,81
nauką,11
naukę,133
nautycznym,1
naw,1
nawadniających,1
nawadniania,6
nawadnianie,1
nawadnianych,2
nawet,166
nawiasie,6
nawierzchni,8
nawierzchnie,1
nawierzchnią,1
nawierzchnię,2
nawigacji,1
nawigacyjne,9
nawigacyjnego,7
nawigacyjnemu,1
nawigacyjnych,7
nawigacyjnym,2
nawigatorów,1
nawigowanie,1
nawiązana,1
nawiązane,10
nawiązanego,3
nawiązania,48
nawiązanie,8
nawiązaniem,7
nawiązaniu,5
nawiązano,1
nawiązany,18
nawiązanych,4
nawiązać,3
nawiązał,1
nawiązka,6
nawiązki,14
nawiązkę,32
nawiązuje,46
nawiązują,2
nawiązywania,7
nawiązywanie,3
nawiązywaniu,3
nawiązywany,5
nawiązywać,2
nawo,4
nawodnień,5
nawodnych,1
nawoenia,2
nawoz,1
nawozach,13
nawozami,1
nawozie,7
nawozo,4
nawozow,1
nawozowe,2
nawozowego,3
nawozowy,1
nawozowych,30
nawozu,175
nawozw,8
nawozy,56
nawozów,132
nawołuje,5
nawołujących,1
nawoływaniu,1
nawożenia,21
nawożeniu,12
nawrotu,3
nawyków,1
nawz,2
nawzajem,1
nawóz,38
nazewnictwa,6
nazewnictwem,1
nazewnictwo,3
naziemne,10
naziemnej,2
naziemny,10
naziemnych,10
naziemnym,1
nazistowskich,4
nazistowskie,4
nazizmem,1
nazw,83
nazwa,101
nazwach,19
nazwami,12
nazwane,2
nazwaną,2
nazwie,62
nazwisk,49
nazwiska,265
nazwiskach,2
nazwiskami,1
nazwiskiem,7
nazwisko,635
nazwisku,16
nazwy,296
nazwą,99
nazwę,767
nazywanych,1
naładowane,2
nałogach,2
nałogów,2
nałoonych,1
nałożenia,39
nałożenie,9
nałożeniem,4
nałożeniu,45
nałożona,12
nałożone,23
nałożonego,8
nałożonej,13
nałożono,19
nałożony,18
nałożonych,41
nałożonym,1
nałożonymi,1
nałożoną,1
nałoży,4
nałożyli,1
nałożyć,136
nałożył,13
naśladownictwa,1
naśladownictwem,1
naśladownictwo,2
naświetlania,1
ncją,1
nczy,1
ne,3
necrosis,3
negatywach,1
negatywna,8
negatywne,31
negatywnego,37
negatywnej,45
negatywnemu,1
negatywnie,35
negatywny,7
negatywnych,45
negatywnym,12
negatywną,5
nego,9
negocjacjach,13
negocjacjami,6
negocjacje,13
negocjacji,123
negocjacjom,2
negocjacyjna,1
negocjacyjne,2
negocjacyjnego,21
negocjacyjnej,4
negocjacyjnym,18
negocjacyjną,1
negocjatorów,1
negocjowanie,4
negocjowaniu,1
negocjuje,5
negocjując,1
nektarowania,1
nektarynami,1
nerek,2
nerwowy,2
nerwu,1
netto,399
neutralizacji,3
neutralizatory,7
neutralnego,4
neutralności,1
neutralny,1
neutronów,1
newralgiczne,4
newralgicznych,2
ni,4
nia,14
niani,1
niania,3
nianią,2
nianię,3
niarstwa,1
niań,1
nic,1
nich,962
nici,10
nicieniami,1
nictwie,1
nicz,1
niczego,1
nicznego,2
nicznych,1
niczych,1
nidzicki,2
nie,22345
nieadekwatne,1
nieadekwatności,1
nieadekwatność,1
nieakceptowalnych,1
nieakceptowane,1
nieaktualna,1
nieaktualne,1
nieaktualnych,1
nieamortyzowanych,1
niearchiwalnej,2
niearchiwalną,1
niearomatycznych,2
nieautomatyczna,1
nieautomatyczne,2
nieautomatycznej,8
nieautomatycznych,3
nieautomatyczną,3
niebadane,1
niebezpieczeństw,4
niebezpieczeństwa,62
niebezpieczeństwach,1
niebezpieczeństwami,1
niebezpieczeństwem,11
niebezpieczeństwie,18
niebezpieczeństwo,73
niebezpieczeństwu,6
niebezpieczna,5
niebezpieczne,113
niebezpiecznego,38
niebezpiecznej,19
niebezpieczny,24
niebezpiecznych,293
niebezpiecznym,5
niebezpiecznymi,41
niebezpieczną,8
niebiałkowe,1
niebielone,48
niebieskiego,2
niebieskiej,1
niebieżnikowane,2
niebieżnikowanej,1
niebiorącego,1
niebudzący,2
niebyłe,15
niebyłą,7
niebędąc,1
niebędąca,10
niebędące,71
niebędącego,34
niebędącej,28
niebędącemu,19
niebędący,51
niebędących,94
niebędącym,18
niebędącymi,11
niebędącą,17
niecałkowitą,1
niecelowa,2
niecelowe,14
niecelowego,1
niecelowość,1
niechlujstwa,1
niechronione,1
niecierpiące,3
niecierpiących,13
nieczesane,2
nieczesanych,20
nieczynnego,2
nieczynny,17
nieczynnych,3
nieczynnym,14
nieczystości,35
nieczystościach,1
nieczystościami,1
nieczytelne,2
nieczytelność,4
nieczytelnym,1
niedające,2
niedającej,1
niedających,4
niedbalstwa,12
niedbalstwem,2
niedbalstwo,2
niedbałe,1
niedbałości,1
niedbały,1
niedo,1
niedoboru,25
niedobory,2
niedoborów,9
niedobór,11
niedochodowe,1
niedochodowy,1
niedochowania,2
niedociągnięciami,1
niedogodności,3
niedojścia,1
niedojściu,4
niedokonana,1
niedokonane,1
niedokonanego,1
niedokonania,27
niedokonaniu,1
niedokonanych,1
niedokonywania,3
niedokonywanie,1
niedokrwistość,2
niedokładnego,1
niedokładnie,1
niedokładności,6
niedokładnym,1
niedopałki,1
niedopełnienia,38
niedopełnienie,17
niedopełnieniu,5
niedopuszczalna,11
niedopuszczalne,60
niedopuszczalności,4
niedopuszczalność,7
niedopuszczalny,8
niedopuszczalnych,1
niedopuszczalną,10
niedopuszczenia,9
niedopuszczenie,2
niedopuszczeniu,1
niedopuszczone,2
niedopuszczonemu,2
niedopuszczonych,7
niedopuszczonym,1
niedopuszczoną,1
niedopłaty,5
niedorozwoju,1
niedoręczenia,3
niedostarczanie,1
niedostarczenia,6
niedostarczenie,1
niedostarczonego,1
niedostateczna,5
niedostatecznego,5
niedostatecznej,9
niedostatecznie,3
niedostateczności,4
niedostatecznych,2
niedostatecznym,1
niedostateczną,5
niedostatku,4
niedostatków,5
niedostosowanego,1
niedostosowanej,2
niedostosowanemu,1
niedostosowania,4
niedostosowanie,1
niedostosowanym,5
niedostosowaną,2
niedostrzegalnych,1
niedostępna,1
niedostępne,2
niedostępności,4
niedostępność,2
niedostępny,2
niedostępnych,2
niedoszłe,1
niedoszłą,2
niedotrzymania,33
niedotrzymanie,16
niedotrzymaniu,2
niedotrzymywania,3
niedotyczących,10
niedotyczącym,2
niedotyczącymi,1
niedowidzących,1
niedozwolone,23
niedozwolonego,11
niedozwolony,1
niedozwolonych,26
niedozwolonymi,2
niedołączenia,3
niedołężną,3
niedożywionych,1
niedrożności,1
niedużej,1
niedyskryminacyjnego,1
niedyskryminacyjny,2
niedyskryminowania,1
niedyskryminowanie,3
niedyskryminujące,1
niedyskryminującej,1
niedyskryminujący,3
niedyskryminujących,1
niedziana,3
niedziane,7
niedziałające,2
niedziałającej,1
niedziałających,2
niedziedzicznewrodzone,1
niedziel,11
niedziela,4
niedziele,33
niedzieli,6
niedzielę,33
niedźwiedzi,1
niedźwiedzie,2
nieefektywnie,1
nieeksploatowanej,1
nieekwiwalentnej,1
nieelektronicznej,1
nieetatowych,1
nieetycznej,1
niefinansowe,3
niefinansowego,7
niefinansowy,1
niefinansowych,23
nieformalne,3
nieformalnej,1
niegeograficznych,2
niego,976
niegodna,1
niegodności,1
niegodnym,2
niegospodarczej,4
niegospodarczą,1
niegospodarności,1
niegotowane,1
niegrzebalne,1
niehalogenowanych,1
niehandlowe,1
niehandlowego,2
niehandlowych,5
niehandlowym,1
niehumanitarne,2
nieilustrowane,2
nieistniejące,1
nieistnienia,6
nieistnienie,2
nieistnieniu,2
nieistotne,6
nieistotnego,4
nieistotnej,1
niej,329
niejadalne,9
niejadalnych,20
niejadalnymi,3
niejasna,1
niejawna,8
niejawne,62
niejawnego,14
niejawnej,4
niejawnie,11
niejawny,10
niejawnych,287
niejawnym,52
niejawnymi,3
niejawną,15
niejednoczesnego,3
niejednolite,1
niejednolitego,1
niejednolitości,1
niejednolitych,3
niejednorodnego,1
niejednoznaczne,1
niejonizującym,1
niekaralności,34
niekaralność,7
niekarana,2
niekarane,1
niekarani,1
niekaranym,1
niekierowanych,1
niekliniczne,1
niekliniczny,1
nieklinicznych,12
nieklinicznym,1
niekodujących,1
niekomercyjne,1
niekomercyjnej,1
niekomercyjny,1
niekomercyjnych,1
niekomercyjnym,1
niekompatybilność,2
niekompletne,5
niekompletnego,1
niekompletność,1
niekompletny,3
niekompletnych,2
niekompletnym,1
niekompletną,1
niekomórkową,1
niekonfekcjonowane,7
niekontrolo,1
niekontrolowane,6
niekontrolowanego,3
niekontrolowanej,2
niekontrolowanym,3
niekonwencjonalne,1
niekonwencjonalnej,1
niekonwencjonalnych,6
niekonwencyjne,1
niekorzystających,2
niekorzystna,1
niekorzystne,22
niekorzystnego,2
niekorzystnej,1
niekorzystnemu,1
niekorzystnie,9
niekorzystny,4
niekorzystnych,13
niekorzystnym,5
niekorzyść,80
niekrajowe,22
niekrajowego,6
niekrajowemu,1
niekrajowych,14
niektre,1
niektrych,3
niektóre,109
niektórych,974
niektórym,8
niektórymi,48
niektórzy,2
nielegalne,4
nielegalnego,29
nielegalnej,4
nielegalnemu,1
nielegalnie,9
nielegalności,7
nielegalny,9
nielegalnych,49
nielegalnym,6
nieletni,13
nieletnich,144
nieletniego,34
nieletniej,2
nieletniemu,4
nieletnim,8
nieleśne,14
nieleśnej,2
nieleśną,1
nieludzki,2
nieludzkiego,1
nieludzkiemu,1
niem,3
niemająca,11
niemające,17
niemającego,5
niemającej,13
niemający,5
niemających,32
niemającym,4
niemającymi,2
niemającą,17
niemajątkowe,2
niemajątkowego,1
niemajątkowych,4
niemajątkowym,1
niematerialne,63
niematerialnej,14
niematerialnych,249
niematerialnym,4
niematerialnymi,18
niematerialną,2
nieme,2
niemedyczne,1
niemedycznych,5
niemego,1
niemej,3
niemetalicznych,1
niemianowania,1
niemianowanych,1
niemieckich,2
niemieckiej,1
niemieckim,1
niemieszających,1
niemieszanym,1
niemieszkalne,16
niemieszkalnej,1
niemieszkalnych,3
niemilitarnym,2
niemodyfikowane,18
niemodyfikowany,2
niemogących,1
niemowląt,20
niemowlęce,1
niemowlęcej,1
niemożliwa,1
niemożliwe,88
niemożliwej,1
niemożliwości,3
niemożliwość,1
niemożliwy,10
niemożliwych,2
niemożliwą,1
niemożności,110
niemożnością,1
niemożność,22
niemu,31
niemusujące,4
niemy,3
niemych,1
nienabycia,1
nienadające,1
nienadającymi,1
nienadania,1
nienadesłania,1
nienagannej,4
nienaganną,17
nienależna,4
nienależne,6
nienależnego,9
nienależnej,10
nienależnie,143
nienależny,1
nienależnych,10
nienależnymi,1
nienależną,6
nienależycie,20
nienależyte,19
nienależytego,46
nienależyty,4
nienależytym,4
nienależytą,2
nienależące,3
nienależącego,1
nienależących,5
nienależącym,1
nienależącymi,2
nienaprawione,3
nienaruszające,1
nienaruszającej,1
nienaruszający,2
nienaruszających,1
nienaruszającym,1
nienaruszalnego,1
nienaruszalności,5
nienaruszalność,4
nienaruszalny,1
nienaruszalnym,1
nienaruszenia,1
nienaruszone,2
nienaruszonej,1
nienaruszonym,9
nienaturalnej,1
nienawiści,1
nienałożenia,1
nienia,1
nieniami,1
nieniem,2
nieniszczące,1
nieniszczących,3
nienormatywnego,1
nienotowanych,1
nieobciążającym,1
nieobciążonych,1
nieobecna,1
nieobecnego,11
nieobecnej,3
nieobecnemu,1
nieobecni,2
nieobecności,174
nieobecność,36
nieobecny,8
nieobecnych,7
nieobejmująca,1
nieobejmujących,2
nieobejmującą,1
nieobjęcia,2
nieobjęta,1
nieobjęte,10
nieobjętego,5
nieobjętej,7
nieobjęty,1
nieobjętych,31
nieobjętym,9
nieobjętymi,2
nieobjętą,1
nieoblicza,1
nieobniżony,1
nieobowi,1
nieobowiązkową,1
nieobsadzenia,1
nieobsadzona,1
nieobsadzone,2
nieobsadzony,2
nieobsadzonych,4
nieobsadzonym,2
nieobwałowanych,1
nieoczyszczonych,2
nieodbycia,1
nieodbycie,1
nieodbytej,1
nieodbytą,4
nieoddanie,1
nieoddzielonym,1
nieodebrane,1
nieodebranie,1
nieodebranymi,1
nieodliczona,3
nieodliczonego,8
nieodnawialnych,2
nieodnoszące,1
nieodpisanych,4
